0.001000	23.027467
0.101808	20.713334
0.106848	20.463586
0.011081	26.319606
0.111889	20.302385
0.116929	20.151871
0.121970	19.869142
0.127010	19.789841
0.132051	19.567929
0.137091	19.448375
0.142131	19.329167
0.147172	19.178931
0.152212	19.018611
0.157253	18.903006
0.016121	25.957591
0.162293	18.730201
0.167333	18.639361
0.172374	18.534154
0.177414	18.338566
0.182455	18.272569
0.187495	18.144254
0.192535	18.084100
0.197576	17.928695
0.202616	17.854166
0.207657	17.733833
0.021162	25.385367
0.212697	17.630846
0.217737	17.522397
0.222778	17.483124
0.227818	17.373595
0.232859	17.303949
0.237899	17.229476
0.242939	17.177415
0.247980	17.045464
0.253020	17.014952
0.258061	16.922055
0.026202	24.902976
0.263101	16.875422
0.268141	16.790587
0.273182	16.737375
0.278222	16.701202
0.283263	16.616158
0.288303	16.538380
0.293343	16.465012
0.298384	16.431633
0.303424	16.403305
0.308465	16.310746
0.031242	24.643187
0.313505	16.207001
0.318545	16.247814
0.323586	16.209209
0.328626	16.123995
0.333667	16.090033
0.338707	16.061746
0.343747	16.021875
0.348788	15.975450
0.353828	15.938702
0.358869	15.872230
0.036283	24.225072
0.363909	15.876597
0.368949	15.768976
0.373990	15.782855
0.379030	15.723609
0.384071	15.711556
0.389111	15.662997
0.394152	15.614198
0.399192	15.618487
0.404232	15.565416
0.409273	15.532051
0.041323	23.697128
0.414313	15.512113
0.419354	15.504436
0.424394	15.407846
0.429434	15.429167
0.434475	15.397700
0.439515	15.358781
0.444556	15.353859
0.449596	15.358428
0.454636	15.316767
0.459677	15.282466
0.046364	23.449497
0.464717	15.270844
0.469758	15.264399
0.474798	15.209044
0.479838	15.180804
0.484879	15.191608
0.489919	15.202666
0.494960	15.126467
0.500000	15.115169
0.051404	23.182818
0.056444	22.841585
0.006040	26.161622
0.061485	22.477345
0.066525	22.402231
0.071566	22.040169
0.076606	21.758184
0.081646	21.516869
0.086687	21.404603
0.091727	21.036666
0.096768	20.823529
